LOAN_ID,CUSTOMER_ID,ACCOUNT_ID,LOAN_TYPE,PRINCIPAL,INTEREST_RATE,CREDIT_GRADE,COLLATERAL_VALUE,LOAN_MEMO,STATUS,ORIGINATION_DATE
LOAN_000724,CUST_001593,ACCT_00002686,HOME,66329.52,5.55,D,208137.55,Lawyer physical yard work issue find.,PAID_OFF,2023-03-06T14:26:28.768069
LOAN_000725,CUST_003203,ACCT_00001252,PERSONAL,50837.57,6.86,C,213425.55,Event ahead myself ability term production father.,DEFAULTED,2021-12-06T14:26:28.768286
LOAN_000726,CUST_002941,ACCT_00004034,PERSONAL,352833.35,6.85,D,116920.72,Detail detail wife throw wish.,PAID_OFF,2022-06-11T14:26:28.768501
LOAN_000727,CUST_002434,ACCT_00001562,AUTO,137221.22,6.95,A,86834.79,Stage wish plant fine research table.,DEFAULTED,2023-09-26T14:26:28.768718
LOAN_000728,CUST_002150,ACCT_00002473,AUTO,52216.74,6.92,D,138785.06,Subject industry low TV still here.,PAID_OFF,2022-01-03T14:26:28.768934
LOAN_000729,CUST_000265,ACCT_00000238,BUSINESS,310412.21,8.93,B,196828.52,Above out common feel really it.,PAID_OFF,2023-10-23T14:26:28.769152
LOAN_000730,CUST_002005,ACCT_00000863,AUTO,184878.87,7.19,B,16932.39,Usually onto adult mean collection environment lay vote.,PAID_OFF,2021-11-21T14:26:28.769369
LOAN_000731,CUST_001054,ACCT_00001176,HOME,109950.18,9.42,B,463017.98,Write know spring wish heart night.,PAID_OFF,2024-01-05T14:26:28.769601
LOAN_000732,CUST_000425,ACCT_00003236,PERSONAL,191726.5,3.87,D,565351.43,Republican imagine coach customer view admit cultural.,PAID_OFF,2025-04-25T14:26:28.769819
LOAN_000733,CUST_001127,ACCT_00003538,BUSINESS,150624.67,5.81,B,398319.29,Glass research team attention.,PAID_OFF,2024-04-14T14:26:28.770036
LOAN_000734,CUST_000218,ACCT_00005758,HOME,177983.84,6.13,D,308898.49,His them avoid appear attack.,DEFAULTED,2022-01-02T14:26:28.770253
LOAN_000735,CUST_002614,ACCT_00005358,PERSONAL,454397.41,9.07,C,134395.76,Structure vote rather let police letter foot.,PAID_OFF,2024-12-11T14:26:28.770470
LOAN_000736,CUST_002265,ACCT_00001856,AUTO,277869.39,3.95,B,468628.98,Prevent although return power relate.,PAID_OFF,2022-05-25T14:26:28.770687
LOAN_000737,CUST_000517,ACCT_00002979,HOME,173975.03,5.25,A,547830.25,Them resource per field.,ACTIVE,2023-01-07T14:26:28.770904
LOAN_000738,CUST_002764,ACCT_00002859,HOME,418293.26,6.43,D,236464.52,This pretty report stay.,ACTIVE,2025-12-26T14:26:28.771120
LOAN_000739,CUST_002239,ACCT_00001657,AUTO,339225.46,7.53,C,32866.2,Simple institution town hold after hand audience.,DEFAULTED,2024-12-12T14:26:28.771337
LOAN_000740,CUST_001271,ACCT_00002575,AUTO,50702.14,7.49,D,327214.14,Reveal candidate present woman even card.,DEFAULTED,2026-01-01T14:26:28.771555
LOAN_000741,CUST_002314,ACCT_00000740,BUSINESS,188948.5,5.35,D,291337.43,Of when become religious responsibility gas usually.,DEFAULTED,2021-11-14T14:26:28.771771
LOAN_000742,CUST_001991,ACCT_00003003,BUSINESS,234472.27,4.3,C,189279.97,Executive technology less establish.,DEFAULTED,2022-07-22T14:26:28.771989
LOAN_000743,CUST_002952,ACCT_00003816,HOME,468374.56,8.15,A,428800.5,Strong bag he glass girl.,DEFAULTED,2022-01-09T14:26:28.772209
LOAN_000744,CUST_000336,ACCT_00003300,PERSONAL,7722.21,4.82,C,441261.79,Next some management important business from.,PAID_OFF,2023-07-11T14:26:28.772427
LOAN_000745,CUST_000675,ACCT_00005738,AUTO,202347.35,8.93,C,87455.82,Rate rock prepare bar treat explain.,PAID_OFF,2022-01-05T14:26:28.772644
LOAN_000746,CUST_001783,ACCT_00005402,BUSINESS,283684.79,4.34,D,321152.67,Knowledge goal five society yes cell able evidence.,ACTIVE,2024-02-01T14:26:28.772860
LOAN_000747,CUST_001175,ACCT_00001194,AUTO,53173.48,3.67,D,114328.04,Still born knowledge able everyone.,DEFAULTED,2025-11-15T14:26:28.773078
LOAN_000748,CUST_002602,ACCT_00004411,AUTO,209770.41,9.12,D,553735.24,Soon run truth animal yard fight.,DEFAULTED,2021-12-16T14:26:28.773294
LOAN_000749,CUST_003021,ACCT_00004711,HOME,317347.37,9.07,A,688917.32,Article doctor dog pay.,PAID_OFF,2023-04-18T14:26:28.773510
LOAN_000750,CUST_002573,ACCT_00003215,BUSINESS,441680.96,7.04,D,134447.41,Power share morning family idea house fill pull.,ACTIVE,2025-11-14T14:26:28.773727
LOAN_000751,CUST_002717,ACCT_00006927,PERSONAL,319864.09,7.08,B,447315.34,Someone fast treat sport source main.,DEFAULTED,2022-02-13T14:26:28.773943
LOAN_000752,CUST_001939,ACCT_00005624,BUSINESS,178794.27,7.85,C,735340.2,Feeling crime contain star cup study.,DEFAULTED,2026-04-17T14:26:28.774160
LOAN_000753,CUST_002878,ACCT_00004152,BUSINESS,362222.47,7.82,B,315417.41,Community term memory.,DEFAULTED,2025-02-27T14:26:28.774378
LOAN_000754,CUST_000758,ACCT_00003562,AUTO,296687.01,8.72,B,584007.63,Big area sign.,DEFAULTED,2023-02-28T14:26:28.774595
LOAN_000755,CUST_003014,ACCT_00000276,BUSINESS,258522.06,5.06,C,419455.38,Because become site poor.,ACTIVE,2025-03-30T14:26:28.774811
LOAN_000756,CUST_001579,ACCT_00004484,HOME,390137.03,4.56,A,551352.34,Light four job of.,DEFAULTED,2026-05-28T14:26:28.775028
LOAN_000757,CUST_002047,ACCT_00006931,AUTO,320728.38,5.54,D,170446.19,Front step century side artist.,DEFAULTED,2024-07-29T14:26:28.775245
LOAN_000758,CUST_002621,ACCT_00005047,PERSONAL,371189.15,7.86,A,592623.17,Window into treat fight much hot along.,ACTIVE,2024-03-20T14:26:28.775462
LOAN_000759,CUST_002580,ACCT_00002241,AUTO,61415.81,4.93,A,356186.88,New whose employee off.,DEFAULTED,2023-01-01T14:26:28.775678
LOAN_000760,CUST_003421,ACCT_00003575,PERSONAL,6102.7,4.89,B,556014.29,Right field TV speech break suddenly present.,DEFAULTED,2025-03-16T14:26:28.775895
LOAN_000761,CUST_001084,ACCT_00002238,HOME,354511.59,8.98,A,533562.4,Team act sister her several lawyer.,ACTIVE,2024-05-20T14:26:28.776113
LOAN_000762,CUST_001718,ACCT_00006922,AUTO,376969.77,7.37,B,374455.97,Theory perform add those know.,ACTIVE,2025-04-10T14:26:28.776333
LOAN_000763,CUST_000769,ACCT_00000645,PERSONAL,317374.17,6.71,B,33675.02,Partner listen stay marriage.,DEFAULTED,2023-02-09T14:26:28.776550
LOAN_000764,CUST_002921,ACCT_00006201,AUTO,322492.53,4.58,B,411227.1,Keep option may back nice.,DEFAULTED,2024-09-18T14:26:28.776767
LOAN_000765,CUST_002025,ACCT_00004817,HOME,35572.4,8.22,B,650912.22,Set pull toward class.,PAID_OFF,2026-04-08T14:26:28.776983
LOAN_000766,CUST_002264,ACCT_00001963,PERSONAL,301264.22,6.83,B,706900.6,Someone should human scientist capital recent.,DEFAULTED,2024-05-31T14:26:28.777200
LOAN_000767,CUST_001797,ACCT_00002271,HOME,299674.29,4.44,C,447821.57,Crime myself environment science.,ACTIVE,2022-03-04T14:26:28.777417
LOAN_000768,CUST_000368,ACCT_00005324,BUSINESS,249599.09,8.24,A,636398.83,Instead source nothing under its across production.,DEFAULTED,2022-10-04T14:26:28.777634
LOAN_000769,CUST_001096,ACCT_00004859,HOME,68644.42,7.58,A,204158.26,Movie sister performance.,DEFAULTED,2022-06-06T14:26:28.777851
LOAN_000770,CUST_001011,ACCT_00005213,BUSINESS,446566.4,8.6,B,89938.88,Receive require visit whatever exist any ask particularly.,PAID_OFF,2023-11-11T14:26:28.778069
LOAN_000771,CUST_001245,ACCT_00000676,PERSONAL,357287.83,6.65,C,518460.09,Spring great movement over catch produce return.,PAID_OFF,2026-01-01T14:26:28.778288
LOAN_000772,CUST_002547,ACCT_00005470,PERSONAL,357348.35,8.14,B,444838.68,Little way weight down positive safe.,ACTIVE,2022-12-29T14:26:28.778505
LOAN_000773,CUST_001287,ACCT_00006637,PERSONAL,158333.94,3.88,A,164740.31,Hit pass cup leader top here.,PAID_OFF,2024-10-13T14:26:28.778721
LOAN_000774,CUST_001841,ACCT_00006568,BUSINESS,108072.98,8.35,A,708080.26,Meet yeah military become but performance.,PAID_OFF,2023-01-22T14:26:28.778939
LOAN_000775,CUST_000809,ACCT_00006408,AUTO,305699.29,5.03,A,646640.13,According spring study yeah what reveal.,DEFAULTED,2023-05-28T14:26:28.779156
LOAN_000776,CUST_000958,ACCT_00005222,BUSINESS,423603.01,7.8,B,424385.9,Successful somebody successful task.,ACTIVE,2022-01-24T14:26:28.779372
LOAN_000777,CUST_000639,ACCT_00004697,AUTO,95489.51,5.65,C,442236.28,Past kitchen every record.,DEFAULTED,2021-12-15T14:26:28.779591
LOAN_000778,CUST_002498,ACCT_00003702,AUTO,326272.44,8.21,D,635801.13,Visit table key former enter right prevent.,PAID_OFF,2026-07-03T14:26:28.779812
LOAN_000779,CUST_000057,ACCT_00001349,PERSONAL,75670.59,7.87,B,210132.88,Security specific heavy report might.,ACTIVE,2024-06-06T14:26:28.780029
LOAN_000780,CUST_000094,ACCT_00003668,HOME,40436.74,8.98,B,610323.69,Market accept draw take guy another.,ACTIVE,2022-03-16T14:26:28.780247
LOAN_000781,CUST_000855,ACCT_00006058,HOME,128750.0,4.27,D,434964.98,Black there indeed build option seat moment push.,DEFAULTED,2024-08-30T14:26:28.780464
LOAN_000782,CUST_000422,ACCT_00001873,PERSONAL,25194.41,4.95,A,144870.48,Individual between chair technology green decide take.,DEFAULTED,2024-08-26T14:26:28.780681
LOAN_000783,CUST_002091,ACCT_00001606,HOME,273409.53,6.74,A,748210.45,Good force cup product enter cultural property.,DEFAULTED,2024-04-29T14:26:28.780897
LOAN_000784,CUST_003368,ACCT_00006131,AUTO,490668.97,5.87,A,351628.98,Air themselves first base there edge.,ACTIVE,2025-02-04T14:26:28.781114
LOAN_000785,CUST_001948,ACCT_00005657,BUSINESS,88285.51,7.51,D,340616.6,Wife note pass respond field term even choice.,PAID_OFF,2024-03-07T14:26:28.781332
LOAN_000786,CUST_000171,ACCT_00004872,AUTO,263782.62,4.74,B,18160.62,Road but hotel hour majority movie national.,PAID_OFF,2023-03-07T14:26:28.781549
LOAN_000787,CUST_002143,ACCT_00001936,PERSONAL,8432.82,3.8,C,230887.9,Trial arm drive.,ACTIVE,2023-12-26T14:26:28.781765
LOAN_000788,CUST_002071,ACCT_00006896,BUSINESS,417080.56,6.05,B,540129.91,Material building despite red action piece.,DEFAULTED,2023-03-16T14:26:28.781982
LOAN_000789,CUST_000510,ACCT_00006093,PERSONAL,458241.37,7.84,C,518715.66,Say sit instead spend.,DEFAULTED,2022-01-26T14:26:28.782199
LOAN_000790,CUST_000979,ACCT_00002401,AUTO,324169.77,5.55,A,360865.9,Anyone record past red.,DEFAULTED,2022-09-17T14:26:28.782415
LOAN_000791,CUST_003369,ACCT_00000453,BUSINESS,219683.69,8.91,B,425228.2,Baby option hospital real character available along.,ACTIVE,2023-06-07T14:26:28.782633
LOAN_000792,CUST_001179,ACCT_00005350,HOME,118711.09,6.65,B,655748.56,Visit system foot this.,PAID_OFF,2022-03-26T14:26:28.782849
LOAN_000793,CUST_003346,ACCT_00004743,AUTO,271727.55,6.98,D,491278.35,Around fill article community inside least evening.,ACTIVE,2021-12-10T14:26:28.783067
LOAN_000794,CUST_002796,ACCT_00005692,HOME,240433.84,5.63,B,626487.01,Much with debate throughout.,DEFAULTED,2024-04-17T14:26:28.783283
LOAN_000795,CUST_001501,ACCT_00005585,HOME,481514.62,9.13,B,359217.24,South enough hold concern cut air.,PAID_OFF,2024-11-27T14:26:28.783500
LOAN_000796,CUST_002030,ACCT_00000553,AUTO,19506.17,3.61,C,277316.6,Start there result peace argue include.,DEFAULTED,2023-06-11T14:26:28.783716
LOAN_000797,CUST_001209,ACCT_00003808,HOME,100363.0,4.18,A,339070.43,Detail figure popular staff.,DEFAULTED,2021-12-20T14:26:28.783932
LOAN_000798,CUST_002635,ACCT_00000879,BUSINESS,83833.04,4.87,B,347359.3,She nice just allow.,ACTIVE,2022-01-18T14:26:28.784150
LOAN_000799,CUST_000437,ACCT_00002837,BUSINESS,473543.54,4.17,D,501499.73,Actually memory unit pay every heart.,DEFAULTED,2024-07-14T14:26:28.784367
LOAN_000800,CUST_001290,ACCT_00001058,HOME,228873.11,4.64,A,588924.6,Good produce whom training maybe second.,ACTIVE,2026-07-20T14:26:28.784584
LOAN_000801,CUST_002624,ACCT_00001947,BUSINESS,464217.01,7.12,C,166665.41,Common media phone work full sit choose.,PAID_OFF,2021-12-08T14:26:28.784802
LOAN_000802,CUST_001737,ACCT_00005393,AUTO,254222.94,6.67,C,170904.52,Which and couple stay.,DEFAULTED,2024-03-07T14:26:28.785019
LOAN_000803,CUST_001865,ACCT_00003724,AUTO,273843.03,4.13,A,676226.11,Cold month everybody spend talk central reveal.,DEFAULTED,2021-09-23T14:26:28.785235
LOAN_000804,CUST_001839,ACCT_00006886,HOME,42020.67,4.23,C,591266.3,Drop past floor language.,ACTIVE,2023-06-29T14:26:28.785451
LOAN_000805,CUST_002104,ACCT_00001080,HOME,107214.08,8.36,D,81685.25,Idea girl must.,PAID_OFF,2022-09-22T14:26:28.785669
LOAN_000806,CUST_003480,ACCT_00005541,HOME,497818.42,5.83,D,329265.3,May anything among large require.,DEFAULTED,2022-02-02T14:26:28.785885
LOAN_000807,CUST_001698,ACCT_00001453,AUTO,91446.14,3.53,B,354130.57,Oil real watch perhaps right see.,DEFAULTED,2024-03-18T14:26:28.786103
LOAN_000808,CUST_001965,ACCT_00004860,AUTO,412712.59,6.99,B,684914.04,Respond behind season Democrat short.,ACTIVE,2025-01-01T14:26:28.786320
LOAN_000809,CUST_000795,ACCT_00005668,HOME,287514.1,7.17,C,460765.0,Short others natural great could.,DEFAULTED,2022-11-01T14:26:28.786537
LOAN_000810,CUST_001713,ACCT_00004530,PERSONAL,193913.37,6.37,C,478545.27,Parent with difference yeah consider fine artist.,ACTIVE,2023-06-26T14:26:28.786754
LOAN_000811,CUST_001667,ACCT_00002131,BUSINESS,470678.33,6.41,C,35881.5,Strong bring trade throw tough although economic.,DEFAULTED,2024-11-23T14:26:28.786971
LOAN_000812,CUST_002189,ACCT_00001028,PERSONAL,24396.81,6.75,A,656005.89,Site system member full once room his.,DEFAULTED,2024-03-06T14:26:28.787187
LOAN_000813,CUST_002506,ACCT_00000937,PERSONAL,386027.61,5.76,D,215925.46,Next build attack agency tax stuff campaign.,DEFAULTED,2023-11-08T14:26:28.787405
LOAN_000814,CUST_000449,ACCT_00001278,AUTO,279659.35,4.15,D,554377.83,Happy under language institution just environmental season full.,ACTIVE,2024-06-30T14:26:28.787622
LOAN_000815,CUST_002816,ACCT_00001106,BUSINESS,288856.09,6.59,D,469890.81,Card or themselves while simply chance.,DEFAULTED,2024-04-04T14:26:28.787843
LOAN_000816,CUST_001036,ACCT_00000429,PERSONAL,180347.33,7.7,B,18834.51,Card throughout song left raise.,ACTIVE,2024-04-14T14:26:28.788061
LOAN_000817,CUST_002466,ACCT_00001526,BUSINESS,383157.53,6.79,A,466887.25,Century news quality half detail father see.,PAID_OFF,2026-06-25T14:26:28.788278
LOAN_000818,CUST_001311,ACCT_00006656,BUSINESS,461491.97,3.71,B,113632.53,Agree hair field local despite myself.,PAID_OFF,2024-03-26T14:26:28.788494
LOAN_000819,CUST_002596,ACCT_00004582,HOME,438067.96,7.04,B,278800.33,Writer wear thousand maintain or four age.,ACTIVE,2023-12-07T14:26:28.788711
LOAN_000820,CUST_001667,ACCT_00000849,PERSONAL,291767.35,5.41,A,99219.87,Arrive town effort cultural score security as.,PAID_OFF,2021-10-09T14:26:28.788928
LOAN_000821,CUST_001592,ACCT_00005097,HOME,291130.07,9.45,D,341400.03,Yeah entire international whole community gas brother.,PAID_OFF,2024-05-11T14:26:28.789144
LOAN_000822,CUST_001727,ACCT_00006103,BUSINESS,493699.73,4.79,B,354501.02,General happy again so outside cup.,DEFAULTED,2025-08-29T14:26:28.789361
LOAN_000823,CUST_000158,ACCT_00003902,HOME,229824.37,4.19,B,226043.8,Not wife you admit paper.,PAID_OFF,2026-04-22T14:26:28.789585
LOAN_000824,CUST_002233,ACCT_00001470,AUTO,406344.44,3.68,A,426070.44,Whom quickly heart.,DEFAULTED,2026-02-25T14:26:28.789801
LOAN_000825,CUST_002735,ACCT_00001965,PERSONAL,496587.8,3.62,B,122767.79,Blue thus article future.,ACTIVE,2025-08-04T14:26:28.790018
LOAN_000826,CUST_003035,ACCT_00002381,HOME,342928.52,4.75,A,515921.45,Accept take four prove.,ACTIVE,2025-10-25T14:26:28.790234
LOAN_000827,CUST_003280,ACCT_00004128,HOME,319766.22,5.35,C,571013.18,Gun surface rate serve tough state agree.,ACTIVE,2025-11-02T14:26:28.790451
LOAN_000828,CUST_001397,ACCT_00006095,AUTO,69848.17,7.24,C,687240.51,Director just community against their ready.,PAID_OFF,2022-04-05T14:26:28.790668
LOAN_000829,CUST_003323,ACCT_00003873,PERSONAL,242220.62,9.42,C,509365.35,Vote so work magazine guy.,PAID_OFF,2025-07-25T14:26:28.790885
LOAN_000830,CUST_000897,ACCT_00000060,PERSONAL,139476.67,6.68,B,451009.56,Camera myself way gun sound pass.,ACTIVE,2024-04-29T14:26:28.791101
LOAN_000831,CUST_002782,ACCT_00000613,PERSONAL,159178.23,7.82,B,209849.67,Sense morning realize floor realize themselves dream third.,ACTIVE,2023-01-30T14:26:28.791319
LOAN_000832,CUST_002221,ACCT_00000547,PERSONAL,116321.43,9.38,A,66591.47,Particularly cut conference artist.,DEFAULTED,2026-03-01T14:26:28.791537
LOAN_000833,CUST_002557,ACCT_00005801,BUSINESS,205036.98,6.78,C,548103.95,Hold serve decision store central read trade.,DEFAULTED,2022-06-29T14:26:28.791762
LOAN_000834,CUST_002348,ACCT_00000465,HOME,10128.0,8.94,C,614724.88,Training fall into.,PAID_OFF,2024-01-21T14:26:28.791981
LOAN_000835,CUST_000556,ACCT_00005785,PERSONAL,456113.7,6.23,B,366764.45,Listen say medical wear action performance well.,ACTIVE,2023-05-12T14:26:28.792199
LOAN_000836,CUST_002815,ACCT_00006039,AUTO,361303.48,6.52,B,561392.7,Throughout room financial that bill later lay.,PAID_OFF,2022-11-20T14:26:28.792416
LOAN_000837,CUST_000335,ACCT_00004652,AUTO,330992.21,8.16,A,222608.14,Individual whom memory kind somebody reflect blue.,DEFAULTED,2024-04-04T14:26:28.792633
LOAN_000838,CUST_001152,ACCT_00006872,PERSONAL,318962.55,5.64,C,91254.43,Center company performance actually in offer trial maybe.,DEFAULTED,2025-02-09T14:26:28.792851
LOAN_000839,CUST_000533,ACCT_00005792,BUSINESS,384845.21,5.57,C,186005.47,Enter south Congress item human almost.,ACTIVE,2025-07-20T14:26:28.793069
LOAN_000840,CUST_001178,ACCT_00000846,AUTO,68775.66,5.95,B,374140.73,Include reach go there ok job of.,PAID_OFF,2024-01-19T14:26:28.793286
LOAN_000841,CUST_001732,ACCT_00000200,HOME,149074.45,7.97,B,459377.99,Population analysis bed seven.,ACTIVE,2026-03-03T14:26:28.793503
LOAN_000842,CUST_002135,ACCT_00000373,AUTO,13294.38,8.56,A,169625.97,Behind pick election performance partner.,DEFAULTED,2022-10-27T14:26:28.793719
LOAN_000843,CUST_001630,ACCT_00004808,PERSONAL,208832.93,5.13,B,95415.61,Fear size minute worry.,ACTIVE,2026-05-23T14:26:28.793935
LOAN_000844,CUST_000099,ACCT_00005783,BUSINESS,66235.78,6.73,B,94957.5,But significant you American book event vote.,DEFAULTED,2023-05-15T14:26:28.794152
LOAN_000845,CUST_002749,ACCT_00001808,AUTO,23687.28,8.57,B,442960.9,Really why without option.,PAID_OFF,2024-07-12T14:26:28.794368
LOAN_000846,CUST_000437,ACCT_00005102,BUSINESS,24678.86,4.85,A,553451.04,College read radio pass vote action himself wish.,DEFAULTED,2022-03-10T14:26:28.794584
LOAN_000847,CUST_001512,ACCT_00000152,BUSINESS,355744.4,6.33,D,687167.66,School once too space plan poor.,DEFAULTED,2024-02-27T14:26:28.794801
LOAN_000848,CUST_002536,ACCT_00000597,PERSONAL,399049.22,8.65,C,403146.34,Run painting economic society process myself rich.,PAID_OFF,2026-06-30T14:26:28.795025
LOAN_000849,CUST_000326,ACCT_00000583,PERSONAL,181126.31,8.62,B,327287.79,Yes hard office weight never us improve.,ACTIVE,2024-06-18T14:26:28.795246
LOAN_000850,CUST_002064,ACCT_00003085,BUSINESS,406850.01,4.69,A,144329.23,Along nation budget each course mission laugh deep.,ACTIVE,2023-05-25T14:26:28.795473
LOAN_000851,CUST_000940,ACCT_00000544,PERSONAL,192457.53,9.34,D,547557.54,Area rise purpose these capital unit smile.,DEFAULTED,2023-07-11T14:26:28.795689
LOAN_000852,CUST_001747,ACCT_00006256,BUSINESS,266920.84,8.38,C,467122.04,How include not trouble everyone.,PAID_OFF,2023-08-16T14:26:28.795911
LOAN_000853,CUST_001721,ACCT_00006088,HOME,38472.46,3.99,A,417792.47,Born health federal.,ACTIVE,2026-08-14T14:26:28.796128
LOAN_000854,CUST_002388,ACCT_00000285,AUTO,411562.03,6.77,B,547742.67,Meeting level until picture company series.,ACTIVE,2021-10-30T14:26:28.796344
LOAN_000855,CUST_002351,ACCT_00003051,HOME,41758.02,9.41,B,394986.76,Allow sound assume town about.,ACTIVE,2022-01-09T14:26:28.796562
LOAN_000856,CUST_003213,ACCT_00000772,BUSINESS,154300.56,7.94,D,543068.53,Understand listen environmental time computer early.,ACTIVE,2023-10-28T14:26:28.796779
LOAN_000857,CUST_000507,ACCT_00005476,BUSINESS,49664.15,8.96,A,191365.58,Blood growth send consider cultural.,DEFAULTED,2023-05-28T14:26:28.796995
LOAN_000858,CUST_001481,ACCT_00004051,BUSINESS,290416.11,5.09,B,537128.4,Through go necessary themselves.,PAID_OFF,2024-06-10T14:26:28.797210
LOAN_000859,CUST_002335,ACCT_00001530,PERSONAL,340998.68,6.58,C,172672.71,Drug ball soon media second could involve add.,ACTIVE,2026-04-29T14:26:28.797427
LOAN_000860,CUST_000719,ACCT_00000237,AUTO,369740.3,4.61,A,625904.71,Put do today better on measure accept article.,PAID_OFF,2026-06-04T14:26:28.797643
LOAN_000861,CUST_001691,ACCT_00003781,AUTO,187013.46,4.4,B,216475.27,Whose visit former city member truth hold.,DEFAULTED,2022-03-08T14:26:28.797859
LOAN_000862,CUST_001942,ACCT_00007016,BUSINESS,57260.24,5.83,C,705395.7,Watch anyone they contain sea general.,PAID_OFF,2024-11-17T14:26:28.798076
LOAN_000863,CUST_002028,ACCT_00002166,AUTO,279700.89,7.28,D,392478.61,Nation seat baby might glass save himself face.,DEFAULTED,2024-11-04T14:26:28.798293
LOAN_000864,CUST_000690,ACCT_00005154,HOME,196084.74,8.21,C,92704.67,Western trial three safe analysis court certainly forget.,DEFAULTED,2022-07-14T14:26:28.798510
LOAN_000865,CUST_001333,ACCT_00001338,HOME,42970.45,4.38,C,297161.6,Ball range prevent laugh bag always may.,ACTIVE,2025-04-20T14:26:28.798726
LOAN_000866,CUST_000376,ACCT_00006009,AUTO,106175.62,6.2,D,612913.59,House machine system population both the.,ACTIVE,2022-03-24T14:26:28.798943
LOAN_000867,CUST_000624,ACCT_00000190,HOME,231810.1,9.18,D,384166.18,Real major must couple.,PAID_OFF,2023-04-01T14:26:28.799158
LOAN_000868,CUST_000847,ACCT_00002794,AUTO,57482.36,7.28,C,161732.56,Remain amount research money media his.,PAID_OFF,2025-03-29T14:26:28.799375
LOAN_000869,CUST_000895,ACCT_00000118,BUSINESS,286208.13,7.19,C,120682.39,Too worker effect call several scientist east.,DEFAULTED,2025-11-15T14:26:28.799592
LOAN_000870,CUST_002817,ACCT_00002623,HOME,68421.17,7.55,D,435330.05,Any voice hand value decide wear too.,ACTIVE,2021-12-21T14:26:28.799809
LOAN_000871,CUST_001364,ACCT_00001628,PERSONAL,51545.08,4.57,C,130894.53,Agent capital between range law model.,DEFAULTED,2023-12-23T14:26:28.800025
LOAN_000872,CUST_003374,ACCT_00002631,HOME,262419.29,7.91,D,205644.74,Reason until else often.,DEFAULTED,2025-04-12T14:26:28.800241
LOAN_000873,CUST_000498,ACCT_00005316,PERSONAL,82853.34,3.96,A,406211.67,Economic much development spend society.,ACTIVE,2025-05-06T14:26:28.800458
LOAN_000874,CUST_000166,ACCT_00002275,AUTO,103806.75,8.11,C,353562.29,Life the forward east positive particularly become.,PAID_OFF,2025-06-20T14:26:28.800674
LOAN_000875,CUST_002986,ACCT_00006157,BUSINESS,448908.76,7.68,C,597491.91,Campaign continue north behavior direction.,ACTIVE,2021-10-29T14:26:28.800891
LOAN_000876,CUST_002513,ACCT_00001399,AUTO,309105.58,4.64,B,496703.76,Discover time sport can data.,PAID_OFF,2022-06-19T14:26:28.801107
LOAN_000877,CUST_000419,ACCT_00001037,AUTO,125723.3,7.82,D,545173.74,Together skill federal.,DEFAULTED,2024-06-20T14:26:28.801323
LOAN_000878,CUST_002217,ACCT_00005876,AUTO,497395.49,8.59,D,256118.77,Ground part fund deep friend center.,DEFAULTED,2025-11-22T14:26:28.801538
LOAN_000879,CUST_000078,ACCT_00005346,BUSINESS,484020.41,8.4,C,143654.09,Artist safe you artist require real last.,DEFAULTED,2023-02-18T14:26:28.801755
LOAN_000880,CUST_001963,ACCT_00001453,BUSINESS,226332.35,8.6,A,354228.81,Radio modern figure.,DEFAULTED,2024-01-13T14:26:28.801971
LOAN_000881,CUST_002127,ACCT_00005821,PERSONAL,157801.14,7.2,C,695788.09,Write indeed garden cause.,ACTIVE,2023-10-03T14:26:28.802192
LOAN_000882,CUST_001043,ACCT_00001732,AUTO,103809.02,7.81,C,47968.3,Staff term enjoy move low.,PAID_OFF,2021-10-02T14:26:28.802416
LOAN_000883,CUST_001778,ACCT_00002513,HOME,396379.87,5.61,D,712585.61,Story financial economic same company always.,ACTIVE,2022-10-02T14:26:28.802638
LOAN_000884,CUST_001144,ACCT_00002443,AUTO,35719.74,5.94,C,198605.02,Station short strong evidence year argue white.,PAID_OFF,2025-08-07T14:26:28.802859
LOAN_000885,CUST_000377,ACCT_00002652,PERSONAL,365374.67,7.68,C,502077.94,Pressure build according marriage.,PAID_OFF,2025-01-07T14:26:28.803120
LOAN_000886,CUST_000276,ACCT_00006279,HOME,42484.51,8.3,D,188596.28,Someone apply bank create couple friend our.,PAID_OFF,2023-09-04T14:26:28.803356
LOAN_000887,CUST_002057,ACCT_00006211,AUTO,178030.84,7.52,A,211840.57,Around social notice several tax news development national.,PAID_OFF,2023-05-30T14:26:28.803587
LOAN_000888,CUST_002755,ACCT_00006884,BUSINESS,313575.35,5.79,D,105540.42,Will involve floor out road catch should smile.,DEFAULTED,2025-09-06T14:26:28.803816
LOAN_000889,CUST_002894,ACCT_00001818,PERSONAL,307981.59,3.55,B,182513.31,Beautiful style score rise degree.,PAID_OFF,2025-07-28T14:26:28.804036
LOAN_000890,CUST_003286,ACCT_00004307,PERSONAL,459744.53,5.74,C,347519.5,Sign statement should nor establish.,DEFAULTED,2023-05-11T14:26:28.804252
LOAN_000891,CUST_001388,ACCT_00002945,AUTO,301973.14,4.52,C,461978.16,Sport of field hear.,DEFAULTED,2024-10-03T14:26:28.804471
LOAN_000892,CUST_001299,ACCT_00001514,PERSONAL,437522.36,4.49,D,103265.87,Standard health share town safe head less.,DEFAULTED,2023-09-05T14:26:28.804688
