TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_TYPE,AMOUNT,BUSINESS_DATE,MEMO,CREATED_AT
TXN_00032695,ACCT_00006862,CREDIT,8759.37,2026-06-29,Customer store voice surface south with institution participant.,2026-09-20T15:49:41.332940
TXN_00032696,ACCT_00000243,DEBIT,3530.3,2026-06-28,Evening unit scientist too save form.,2026-09-20T15:49:41.332971
TXN_00032697,ACCT_00001847,CREDIT,8173.65,2026-08-01,Wrong deal word force.,2026-09-20T15:49:41.333007
TXN_00032698,ACCT_00000287,CREDIT,5488.61,2026-09-04,From once education writer brother wait knowledge.,2026-09-20T15:49:41.333040
TXN_00032699,ACCT_00006667,CREDIT,3516.11,2026-08-28,Eight store approach up.,2026-09-20T15:49:41.333072
TXN_00032700,ACCT_00005851,CREDIT,4590.85,2026-08-25,With final its back old everybody exist them.,2026-09-20T15:49:41.333104
TXN_00032701,ACCT_00002012,DEBIT,6693.2,2026-09-06,Imagine away card participant.,2026-09-20T15:49:41.333136
TXN_00032702,ACCT_00005337,CREDIT,2113.36,2026-09-03,Side figure behind court.,2026-09-20T15:49:41.333168
TXN_00032703,ACCT_00003070,DEBIT,9495.74,2026-08-15,Information along appear author office.,2026-09-20T15:49:41.333199
TXN_00032704,ACCT_00000274,DEBIT,142.87,2026-07-31,Central ready culture soldier reduce check.,2026-09-20T15:49:41.333231
TXN_00032705,ACCT_00003872,DEBIT,6327.44,2026-09-18,Fear group measure across three.,2026-09-20T15:49:41.333263
TXN_00032706,ACCT_00004896,CREDIT,8932.78,2026-08-04,Trial beat change whom pattern watch.,2026-09-20T15:49:41.333295
TXN_00032707,ACCT_00006942,DEBIT,7321.52,2026-09-02,After statement other performance environment.,2026-09-20T15:49:41.333327
TXN_00032708,ACCT_00001803,DEBIT,7133.72,2026-08-07,Voice though lawyer nature simply answer worker.,2026-09-20T15:49:41.333359
TXN_00032709,ACCT_00003096,DEBIT,5786.23,2026-06-25,Have sit manager before.,2026-09-20T15:49:41.333391
TXN_00032710,ACCT_00005150,CREDIT,6547.47,2026-07-15,Notice group Mrs.,2026-09-20T15:49:41.333423
TXN_00032711,ACCT_00004297,DEBIT,7929.23,2026-06-27,Smile box any claim.,2026-09-20T15:49:41.333455
TXN_00032712,ACCT_00001553,DEBIT,847.48,2026-06-30,Room raise film believe thought sound.,2026-09-20T15:49:41.333487
TXN_00032713,ACCT_00003304,DEBIT,4549.98,2026-06-23,Next should enough key street fear building our.,2026-09-20T15:49:41.333519
TXN_00032714,ACCT_00001143,DEBIT,5959.95,2026-08-16,Benefit stock key road it without.,2026-09-20T15:49:41.333551
TXN_00032715,ACCT_00006820,DEBIT,480.27,2026-06-23,Purpose anything might employee stop.,2026-09-20T15:49:41.333582
TXN_00032716,ACCT_00005775,CREDIT,5846.96,2026-08-07,Be brother but.,2026-09-20T15:49:41.333614
TXN_00032717,ACCT_00000166,CREDIT,2229.93,2026-08-04,Range natural often significant.,2026-09-20T15:49:41.333646
TXN_00032718,ACCT_00001572,DEBIT,294.09,2026-07-12,Thus loss develop win.,2026-09-20T15:49:41.333678
TXN_00032719,ACCT_00003890,CREDIT,7398.13,2026-08-28,Book white analysis others behavior suffer yes.,2026-09-20T15:49:41.333710
TXN_00032720,ACCT_00005968,DEBIT,7346.36,2026-07-30,Congress this down on team.,2026-09-20T15:49:41.333742
TXN_00032721,ACCT_00001951,DEBIT,6275.16,2026-07-26,Simple industry myself as future toward.,2026-09-20T15:49:41.333774
TXN_00032722,ACCT_00004723,DEBIT,1329.52,2026-09-10,Let space office concern fire technology politics.,2026-09-20T15:49:41.333806
TXN_00032723,ACCT_00006348,DEBIT,2885.1,2026-09-17,Establish difficult discuss surface push attention.,2026-09-20T15:49:41.333838
TXN_00032724,ACCT_00005427,CREDIT,4610.4,2026-08-31,Law mouth follow easy later.,2026-09-20T15:49:41.333870
TXN_00032725,ACCT_00001824,CREDIT,8305.13,2026-09-17,Method him not history character plan surface.,2026-09-20T15:49:41.333902
TXN_00032726,ACCT_00003064,CREDIT,2764.58,2026-09-05,Black finish yes.,2026-09-20T15:49:41.333933
TXN_00032727,ACCT_00005754,CREDIT,2061.68,2026-08-21,Cost let officer produce white behind yeah.,2026-09-20T15:49:41.333965
TXN_00032728,ACCT_00002871,CREDIT,5020.99,2026-06-27,Art suffer right real hard.,2026-09-20T15:49:41.333997
TXN_00032729,ACCT_00002079,DEBIT,9466.17,2026-08-16,Four member another series manage security offer.,2026-09-20T15:49:41.334029
TXN_00032730,ACCT_00002150,CREDIT,5167.25,2026-07-19,Scientist long full prepare big this artist place.,2026-09-20T15:49:41.334061
TXN_00032731,ACCT_00000360,CREDIT,6231.14,2026-08-19,Institution instead relate add before detail.,2026-09-20T15:49:41.334093
TXN_00032732,ACCT_00004135,CREDIT,256.22,2026-08-10,Situation green image window deep commercial present agent.,2026-09-20T15:49:41.334125
TXN_00032733,ACCT_00003323,CREDIT,2847.24,2026-07-31,Miss white price education issue dog.,2026-09-20T15:49:41.334158
TXN_00032734,ACCT_00001321,DEBIT,5539.3,2026-08-27,All feeling article lay everybody impact movie you.,2026-09-20T15:49:41.334190
TXN_00032735,ACCT_00005399,DEBIT,9242.15,2026-08-13,Later leader perhaps just amount into.,2026-09-20T15:49:41.334222
TXN_00032736,ACCT_00002123,DEBIT,7967.03,2026-07-28,Note win election still by art.,2026-09-20T15:49:41.334254
TXN_00032737,ACCT_00005412,CREDIT,2531.25,2026-07-14,Response want age party to keep.,2026-09-20T15:49:41.334287
TXN_00032738,ACCT_00004106,DEBIT,5405.06,2026-07-31,Democratic buy rise conference.,2026-09-20T15:49:41.334319
TXN_00032739,ACCT_00006405,CREDIT,8657.71,2026-07-03,Ahead reflect series red.,2026-09-20T15:49:41.334351
TXN_00032740,ACCT_00000559,CREDIT,2520.59,2026-07-13,Until decade allow moment lead hard position prove.,2026-09-20T15:49:41.334383
TXN_00032741,ACCT_00003948,CREDIT,9384.48,2026-08-30,Where accept whole.,2026-09-20T15:49:41.334414
TXN_00032742,ACCT_00001475,DEBIT,5029.37,2026-08-21,Again reveal guess hospital two information different.,2026-09-20T15:49:41.334446
TXN_00032743,ACCT_00003138,CREDIT,7610.53,2026-07-02,Age too set whatever team until.,2026-09-20T15:49:41.334478
TXN_00032744,ACCT_00002690,DEBIT,62.5,2026-08-30,Save second question religious green role.,2026-09-20T15:49:41.334510
TXN_00032745,ACCT_00001641,DEBIT,5530.18,2026-08-20,Ground itself interest six face above bank.,2026-09-20T15:49:41.334542
TXN_00032746,ACCT_00001210,DEBIT,3827.83,2026-08-04,Pull threat create spring.,2026-09-20T15:49:41.334574
TXN_00032747,ACCT_00002518,DEBIT,6746.68,2026-08-06,Win spend back minute prepare evidence area magazine.,2026-09-20T15:49:41.334606
TXN_00032748,ACCT_00005190,CREDIT,5706.79,2026-07-01,Senior adult lot responsibility safe let east.,2026-09-20T15:49:41.334639
TXN_00032749,ACCT_00003612,CREDIT,1534.13,2026-08-30,Always thing use deal again exactly industry.,2026-09-20T15:49:41.334671
TXN_00032750,ACCT_00000070,CREDIT,8604.38,2026-07-29,Thing own popular to direction.,2026-09-20T15:49:41.334704
TXN_00032751,ACCT_00000588,DEBIT,2463.77,2026-07-01,Boy notice final.,2026-09-20T15:49:41.334735
TXN_00032752,ACCT_00005118,DEBIT,9210.0,2026-08-22,Already hear above hear.,2026-09-20T15:49:41.334767
TXN_00032753,ACCT_00003585,DEBIT,644.55,2026-08-31,Break standard still their whether month.,2026-09-20T15:49:41.334804
TXN_00032754,ACCT_00003385,DEBIT,2286.84,2026-09-01,Turn seem food reduce line actually.,2026-09-20T15:49:41.334836
TXN_00032755,ACCT_00001109,DEBIT,6908.73,2026-07-20,Card according work pretty.,2026-09-20T15:49:41.334868
TXN_00032756,ACCT_00005474,CREDIT,3763.88,2026-07-15,Task increase opportunity moment.,2026-09-20T15:49:41.334899
TXN_00032757,ACCT_00003533,DEBIT,3129.58,2026-09-06,Western court address instead project remember remain.,2026-09-20T15:49:41.334932
TXN_00032758,ACCT_00006578,CREDIT,6984.5,2026-08-23,Computer last stop course.,2026-09-20T15:49:41.334964
TXN_00032759,ACCT_00001938,CREDIT,9104.17,2026-08-26,View whether establish some sit I.,2026-09-20T15:49:41.334996
TXN_00032760,ACCT_00002365,CREDIT,7615.54,2026-08-18,Figure trouble loss turn.,2026-09-20T15:49:41.335028
TXN_00032761,ACCT_00002657,CREDIT,7282.12,2026-08-24,Artist today little stock should color.,2026-09-20T15:49:41.335060
TXN_00032762,ACCT_00004382,CREDIT,6939.24,2026-06-24,Area everyone agency important.,2026-09-20T15:49:41.335091
TXN_00032763,ACCT_00003995,DEBIT,3383.27,2026-08-07,Everything professional book challenge indicate hit able.,2026-09-20T15:49:41.335123
TXN_00032764,ACCT_00006842,DEBIT,2307.56,2026-06-26,Market drug put field light box.,2026-09-20T15:49:41.335155
TXN_00032765,ACCT_00005616,DEBIT,1179.33,2026-08-04,Their style particular grow school fine pick.,2026-09-20T15:49:41.335186
TXN_00032766,ACCT_00005768,CREDIT,8919.85,2026-07-31,Own hot rise region skill offer lot.,2026-09-20T15:49:41.335219
TXN_00032767,ACCT_00006720,CREDIT,9940.76,2026-08-17,Place bill feeling back growth natural unit.,2026-09-20T15:49:41.335250
TXN_00032768,ACCT_00001210,DEBIT,9115.62,2026-08-30,Adult single reflect health popular.,2026-09-20T15:49:41.335282
TXN_00032769,ACCT_00000062,DEBIT,8433.9,2026-07-21,Return tonight treat someone.,2026-09-20T15:49:41.335314
TXN_00032770,ACCT_00002342,DEBIT,838.82,2026-08-06,Build window factor between book your.,2026-09-20T15:49:41.335345
TXN_00032771,ACCT_00006101,DEBIT,5126.65,2026-08-26,We agreement should middle food.,2026-09-20T15:49:41.335377
TXN_00032772,ACCT_00000718,DEBIT,4602.8,2026-09-19,Design member building draw generation get before.,2026-09-20T15:49:41.335410
TXN_00032773,ACCT_00003696,CREDIT,2720.36,2026-08-12,Join site radio very move.,2026-09-20T15:49:41.335443
TXN_00032774,ACCT_00000820,DEBIT,9824.89,2026-08-10,Particularly institution somebody here realize.,2026-09-20T15:49:41.335475
TXN_00032775,ACCT_00002254,CREDIT,6463.46,2026-09-09,Talk alone finish finally energy challenge.,2026-09-20T15:49:41.335507
TXN_00032776,ACCT_00004576,DEBIT,5228.41,2026-06-23,Contain rich position window able.,2026-09-20T15:49:41.335539
TXN_00032777,ACCT_00003951,DEBIT,6134.12,2026-07-16,Trial drop wrong office away magazine.,2026-09-20T15:49:41.335571
TXN_00032778,ACCT_00005963,DEBIT,9693.58,2026-08-24,Rise market including away happy worry television.,2026-09-20T15:49:41.335603
TXN_00032779,ACCT_00002177,CREDIT,3085.06,2026-07-04,Police act government.,2026-09-20T15:49:41.335636
TXN_00032780,ACCT_00006547,DEBIT,3248.53,2026-07-28,Family somebody enough resource fact size parent brother.,2026-09-20T15:49:41.335668
TXN_00032781,ACCT_00004223,DEBIT,5586.8,2026-07-08,Product want machine fight.,2026-09-20T15:49:41.335700
TXN_00032782,ACCT_00000942,DEBIT,6199.79,2026-08-31,Improve read ground between.,2026-09-20T15:49:41.335732
TXN_00032783,ACCT_00006856,DEBIT,7115.96,2026-06-27,Pm hotel help position strategy.,2026-09-20T15:49:41.335764
TXN_00032784,ACCT_00004457,CREDIT,9700.42,2026-09-08,Sing whole leg example.,2026-09-20T15:49:41.335796
TXN_00032785,ACCT_00001217,CREDIT,2823.38,2026-06-22,Network my main part former parent point.,2026-09-20T15:49:41.335828
TXN_00032786,ACCT_00001582,CREDIT,4947.91,2026-07-16,Admit wonder benefit chance your.,2026-09-20T15:49:41.335860
TXN_00032787,ACCT_00002383,DEBIT,7651.34,2026-09-04,Brother street government oil individual accept.,2026-09-20T15:49:41.335892
TXN_00032788,ACCT_00003155,DEBIT,9021.63,2026-07-03,Ask ball hand prevent detail town behavior actually.,2026-09-20T15:49:41.335930
TXN_00032789,ACCT_00005770,CREDIT,8754.34,2026-07-02,Lead page hair sport.,2026-09-20T15:49:41.335962
TXN_00032790,ACCT_00005048,CREDIT,4929.62,2026-08-03,College garden picture quickly.,2026-09-20T15:49:41.335994
TXN_00032791,ACCT_00003682,CREDIT,8901.95,2026-08-26,Seat player choose.,2026-09-20T15:49:41.336025
TXN_00032792,ACCT_00005218,CREDIT,975.46,2026-09-16,Natural amount of seem data throw.,2026-09-20T15:49:41.336057
TXN_00032793,ACCT_00004277,CREDIT,3440.81,2026-08-29,Party worry artist cold.,2026-09-20T15:49:41.336089
TXN_00032794,ACCT_00006824,CREDIT,9450.1,2026-07-27,Bar senior same different public.,2026-09-20T15:49:41.336121
TXN_00032795,ACCT_00006998,DEBIT,8610.59,2026-07-18,Factor tax seat per drop trial war.,2026-09-20T15:49:41.336152
TXN_00032796,ACCT_00006004,CREDIT,9504.8,2026-09-04,Administration month loss region none soldier tell outside.,2026-09-20T15:49:41.336185
TXN_00032797,ACCT_00004319,DEBIT,4592.11,2026-09-15,Authority seven cultural sort ready bag carry security.,2026-09-20T15:49:41.336217
TXN_00032798,ACCT_00000344,DEBIT,8721.97,2026-08-01,Agent activity laugh first firm.,2026-09-20T15:49:41.336254
TXN_00032799,ACCT_00006267,DEBIT,962.31,2026-08-09,Particular mind time enough soon.,2026-09-20T15:49:41.336287
TXN_00032800,ACCT_00000591,CREDIT,7535.46,2026-07-05,Better accept those top back.,2026-09-20T15:49:41.336320
TXN_00032801,ACCT_00001343,CREDIT,9591.16,2026-08-13,Suffer or seek.,2026-09-20T15:49:41.336352
TXN_00032802,ACCT_00003663,CREDIT,9533.98,2026-08-09,Green sometimes brother civil care few.,2026-09-20T15:49:41.336384
TXN_00032803,ACCT_00001491,DEBIT,4570.78,2026-08-29,Democrat third necessary.,2026-09-20T15:49:41.336416
TXN_00032804,ACCT_00001780,CREDIT,9404.52,2026-09-15,American stage mind many public space art.,2026-09-20T15:49:41.336448
TXN_00032805,ACCT_00000266,DEBIT,3173.66,2026-06-23,Hit her energy all say her local.,2026-09-20T15:49:41.336481
TXN_00032806,ACCT_00001681,CREDIT,6261.96,2026-09-20,Beat management speak place movement boy.,2026-09-20T15:49:41.336513
TXN_00032807,ACCT_00003354,CREDIT,7921.98,2026-09-12,Nation two answer culture news name while.,2026-09-20T15:49:41.336545
TXN_00032808,ACCT_00005811,DEBIT,6869.34,2026-08-19,Look black bring home week place control coach.,2026-09-20T15:49:41.336576
TXN_00032809,ACCT_00000215,DEBIT,2210.34,2026-07-03,Big force challenge enjoy write become recognize.,2026-09-20T15:49:41.336608
TXN_00032810,ACCT_00006049,DEBIT,4405.79,2026-09-03,Trouble weight none for to important.,2026-09-20T15:49:41.336640
TXN_00032811,ACCT_00003088,DEBIT,7400.03,2026-07-03,Painting government heavy option force.,2026-09-20T15:49:41.336672
TXN_00032812,ACCT_00003054,CREDIT,2589.62,2026-07-26,Thought probably leader former stay.,2026-09-20T15:49:41.336705
TXN_00032813,ACCT_00004452,DEBIT,7662.98,2026-08-31,Official our with official cost wall.,2026-09-20T15:49:41.336737
TXN_00032814,ACCT_00005661,CREDIT,984.47,2026-08-20,Building nearly artist cultural section role language group.,2026-09-20T15:49:41.336769
TXN_00032815,ACCT_00002711,DEBIT,78.16,2026-07-14,Forget late subject.,2026-09-20T15:49:41.336801
TXN_00032816,ACCT_00003818,DEBIT,2180.05,2026-08-10,Reason something together generation through foreign light.,2026-09-20T15:49:41.336833
TXN_00032817,ACCT_00002394,DEBIT,8289.95,2026-09-11,Idea order difficult pattern.,2026-09-20T15:49:41.336865
TXN_00032818,ACCT_00005619,CREDIT,7658.41,2026-07-19,Pay represent hand country some leg tonight center.,2026-09-20T15:49:41.336897
TXN_00032819,ACCT_00001915,CREDIT,7605.06,2026-08-23,Kind part west send view add magazine.,2026-09-20T15:49:41.336929
TXN_00032820,ACCT_00003344,DEBIT,9896.09,2026-06-24,Push nearly simple station parent sister war.,2026-09-20T15:49:41.336961
TXN_00032821,ACCT_00006278,CREDIT,3322.0,2026-06-24,Option quickly probably north name down.,2026-09-20T15:49:41.336994
TXN_00032822,ACCT_00003863,CREDIT,5267.65,2026-07-19,Concern anything senior church way smile customer.,2026-09-20T15:49:41.337026
TXN_00032823,ACCT_00000795,DEBIT,6421.98,2026-06-30,Agree series world artist budget notice wait.,2026-09-20T15:49:41.337059
TXN_00032824,ACCT_00003177,CREDIT,2525.62,2026-09-08,War common truth increase there.,2026-09-20T15:49:41.337091
TXN_00032825,ACCT_00006219,DEBIT,5712.48,2026-07-26,Difficult woman wide ago tonight it kitchen.,2026-09-20T15:49:41.337123
TXN_00032826,ACCT_00003564,DEBIT,9461.96,2026-07-14,Past send note piece across mind compare.,2026-09-20T15:49:41.337155
TXN_00032827,ACCT_00000573,CREDIT,2901.79,2026-06-26,East company mean culture commercial power population.,2026-09-20T15:49:41.337190
TXN_00032828,ACCT_00006280,CREDIT,3710.36,2026-07-27,Either result minute dream.,2026-09-20T15:49:41.337224
TXN_00032829,ACCT_00004610,DEBIT,2611.06,2026-09-09,Exactly approach sort possible.,2026-09-20T15:49:41.337260
TXN_00032830,ACCT_00004919,DEBIT,5026.79,2026-08-05,Early hundred large treat cut three.,2026-09-20T15:49:41.337293
TXN_00032831,ACCT_00004972,CREDIT,858.1,2026-08-14,National common onto might group front executive.,2026-09-20T15:49:41.337326
TXN_00032832,ACCT_00000403,DEBIT,9074.07,2026-08-31,Fast watch sign shake.,2026-09-20T15:49:41.337358
TXN_00032833,ACCT_00002046,DEBIT,2141.73,2026-08-28,Region American attorney white social.,2026-09-20T15:49:41.337390
TXN_00032834,ACCT_00005680,DEBIT,8911.3,2026-08-16,Early responsibility woman run matter special.,2026-09-20T15:49:41.337422
TXN_00032835,ACCT_00005040,DEBIT,5656.7,2026-07-30,Police around already.,2026-09-20T15:49:41.337454
TXN_00032836,ACCT_00003672,DEBIT,9912.11,2026-06-23,Rich should hair movement cold outside keep.,2026-09-20T15:49:41.337486
TXN_00032837,ACCT_00003824,DEBIT,5578.27,2026-09-16,Him option outside try sport half write.,2026-09-20T15:49:41.337518
TXN_00032838,ACCT_00000191,DEBIT,8271.64,2026-09-03,Spend politics poor network away.,2026-09-20T15:49:41.337551
TXN_00032839,ACCT_00006817,CREDIT,1670.15,2026-09-17,Like affect argue among billion second I woman.,2026-09-20T15:49:41.337583
TXN_00032840,ACCT_00001006,DEBIT,7414.5,2026-08-05,Happy friend pay throughout right.,2026-09-20T15:49:41.337615
TXN_00032841,ACCT_00004247,CREDIT,4959.03,2026-08-29,Full process able magazine reflect teacher difference half.,2026-09-20T15:49:41.337647
TXN_00032842,ACCT_00002894,CREDIT,8139.52,2026-08-12,And speak now whatever.,2026-09-20T15:49:41.337679
TXN_00032843,ACCT_00003599,DEBIT,8803.19,2026-06-28,Impact everything pull majority cold artist knowledge.,2026-09-20T15:49:41.337712
TXN_00032844,ACCT_00001215,DEBIT,2407.81,2026-07-03,Fight activity analysis hospital somebody boy.,2026-09-20T15:49:41.337743
TXN_00032845,ACCT_00005770,DEBIT,7177.93,2026-08-02,Admit different should sell another.,2026-09-20T15:49:41.337776
TXN_00032846,ACCT_00002495,DEBIT,7609.56,2026-08-11,Artist father stand realize buy yard recently budget.,2026-09-20T15:49:41.337808
TXN_00032847,ACCT_00005978,DEBIT,52.5,2026-07-08,Add close wide pretty.,2026-09-20T15:49:41.337840
TXN_00032848,ACCT_00000051,CREDIT,7517.47,2026-07-20,Choose claim player very.,2026-09-20T15:49:41.337872
TXN_00032849,ACCT_00001420,CREDIT,8566.25,2026-08-19,Control probably in like billion ahead must.,2026-09-20T15:49:41.337904
TXN_00032850,ACCT_00003348,CREDIT,4930.32,2026-09-11,These black forget become.,2026-09-20T15:49:41.337936
TXN_00032851,ACCT_00005863,CREDIT,5632.09,2026-07-18,Wind pay if fast consider dog by voice.,2026-09-20T15:49:41.337968
TXN_00032852,ACCT_00003246,DEBIT,5965.87,2026-07-21,Drive three local five.,2026-09-20T15:49:41.338001
TXN_00032853,ACCT_00001904,CREDIT,7495.36,2026-09-08,West later show training stand.,2026-09-20T15:49:41.338033
TXN_00032854,ACCT_00005993,DEBIT,4550.72,2026-09-17,Every present station experience.,2026-09-20T15:49:41.338065
TXN_00032855,ACCT_00002630,DEBIT,6412.1,2026-07-20,Example same important form car yet.,2026-09-20T15:49:41.338097
TXN_00032856,ACCT_00001928,CREDIT,1497.23,2026-07-07,Check blood speech buy.,2026-09-20T15:49:41.338129
TXN_00032857,ACCT_00006688,CREDIT,370.8,2026-07-29,Rate foot else bill into art.,2026-09-20T15:49:41.338161
TXN_00032858,ACCT_00004157,DEBIT,5226.48,2026-08-03,Save especially heavy far benefit.,2026-09-20T15:49:41.338193
TXN_00032859,ACCT_00002459,DEBIT,1994.61,2026-09-07,Join kind better reality then.,2026-09-20T15:49:41.338226
TXN_00032860,ACCT_00002923,DEBIT,6034.55,2026-08-04,Free upon leader east near.,2026-09-20T15:49:41.338259
TXN_00032861,ACCT_00001319,DEBIT,8063.7,2026-08-10,Computer any step fear common my market want.,2026-09-20T15:49:41.338292
TXN_00032862,ACCT_00004459,CREDIT,1244.85,2026-09-01,Tax today either something.,2026-09-20T15:49:41.338323
TXN_00032863,ACCT_00006429,DEBIT,6513.63,2026-07-23,Accept conference above water once security his.,2026-09-20T15:49:41.338356
TXN_00032864,ACCT_00000026,DEBIT,9397.49,2026-07-30,Ok word teach theory success administration plan.,2026-09-20T15:49:41.338388
TXN_00032865,ACCT_00006549,CREDIT,2249.18,2026-07-23,Customer painting lot that shake.,2026-09-20T15:49:41.338420
TXN_00032866,ACCT_00006761,CREDIT,3290.74,2026-07-16,Father fund wall morning morning whether.,2026-09-20T15:49:41.338452
TXN_00032867,ACCT_00003992,CREDIT,7576.11,2026-07-18,Put hear pretty.,2026-09-20T15:49:41.338484
TXN_00032868,ACCT_00005793,CREDIT,3778.48,2026-07-19,Occur law among but probably.,2026-09-20T15:49:41.338516
TXN_00032869,ACCT_00006141,CREDIT,5984.59,2026-07-23,Adult factor later wish tell resource leg.,2026-09-20T15:49:41.338548
TXN_00032870,ACCT_00004438,DEBIT,6408.99,2026-07-24,More education goal fly often.,2026-09-20T15:49:41.338580
TXN_00032871,ACCT_00006337,CREDIT,2597.52,2026-09-18,Allow page performance notice.,2026-09-20T15:49:41.338612
TXN_00032872,ACCT_00000495,CREDIT,6091.32,2026-07-26,Range maybe state accept.,2026-09-20T15:49:41.338644
TXN_00032873,ACCT_00001179,DEBIT,1071.81,2026-07-31,Guess another reach measure how boy.,2026-09-20T15:49:41.338676
TXN_00032874,ACCT_00001657,DEBIT,7084.91,2026-09-09,Message get site think several seem nation.,2026-09-20T15:49:41.338708
TXN_00032875,ACCT_00003593,DEBIT,7502.41,2026-08-15,Of expert boy.,2026-09-20T15:49:41.338740
TXN_00032876,ACCT_00001164,DEBIT,120.65,2026-07-02,Fish despite down research prove international.,2026-09-20T15:49:41.338772
TXN_00032877,ACCT_00006471,DEBIT,6727.81,2026-08-23,Mention likely thing adult indeed maintain.,2026-09-20T15:49:41.338804
TXN_00032878,ACCT_00005409,CREDIT,4217.93,2026-07-23,Church perform fight prevent whom.,2026-09-20T15:49:41.338836
TXN_00032879,ACCT_00000398,CREDIT,791.77,2026-06-24,Imagine painting financial say night.,2026-09-20T15:49:41.338868
TXN_00032880,ACCT_00002786,CREDIT,4260.5,2026-06-25,Response happy another.,2026-09-20T15:49:41.338900
TXN_00032881,ACCT_00000605,DEBIT,8589.85,2026-09-02,Trip lawyer executive peace happy reflect point into.,2026-09-20T15:49:41.338932
TXN_00032882,ACCT_00006873,DEBIT,4758.58,2026-07-16,Partner the must capital hotel movie prevent.,2026-09-20T15:49:41.338964
TXN_00032883,ACCT_00005879,DEBIT,4328.34,2026-07-22,Police billion finally charge.,2026-09-20T15:49:41.338996
TXN_00032884,ACCT_00001317,CREDIT,2366.53,2026-08-07,New face news be million compare.,2026-09-20T15:49:41.339028
TXN_00032885,ACCT_00006600,DEBIT,5022.34,2026-07-01,Drop build edge PM past.,2026-09-20T15:49:41.339060
TXN_00032886,ACCT_00006587,CREDIT,500.08,2026-08-14,Pressure hard so indeed analysis.,2026-09-20T15:49:41.339092
TXN_00032887,ACCT_00002875,CREDIT,2781.34,2026-08-18,Choice table matter school because special.,2026-09-20T15:49:41.339124
TXN_00032888,ACCT_00002232,CREDIT,9287.1,2026-08-26,Only age together record another.,2026-09-20T15:49:41.339157
TXN_00032889,ACCT_00002722,DEBIT,5732.93,2026-08-04,Federal yard along store.,2026-09-20T15:49:41.339189
TXN_00032890,ACCT_00001520,CREDIT,3495.78,2026-09-07,Office recognize too sound lot compare.,2026-09-20T15:49:41.339221
TXN_00032891,ACCT_00000313,DEBIT,5195.94,2026-09-13,Recently building account school.,2026-09-20T15:49:41.339253
TXN_00032892,ACCT_00006456,DEBIT,2624.2,2026-08-19,Kid make tell artist.,2026-09-20T15:49:41.339286
TXN_00032893,ACCT_00003121,CREDIT,6247.94,2026-06-26,Item thus plan eat environmental office others remember.,2026-09-20T15:49:41.339318
TXN_00032894,ACCT_00000693,CREDIT,1466.94,2026-09-02,Game common movie condition remember cut.,2026-09-20T15:49:41.339350
TXN_00032895,ACCT_00006202,CREDIT,3322.1,2026-07-04,Seat contain happen least hard worry majority.,2026-09-20T15:49:41.339382
TXN_00032896,ACCT_00007034,CREDIT,5467.84,2026-08-05,Like walk value.,2026-09-20T15:49:41.339414
TXN_00032897,ACCT_00005554,CREDIT,7863.23,2026-09-12,Small song traditional act.,2026-09-20T15:49:41.339446
TXN_00032898,ACCT_00001365,DEBIT,8761.01,2026-07-14,Every finally yourself.,2026-09-20T15:49:41.339477
TXN_00032899,ACCT_00005037,CREDIT,9983.16,2026-08-21,Item forward dinner management product treat offer.,2026-09-20T15:49:41.339510
TXN_00032900,ACCT_00003340,DEBIT,4356.12,2026-08-13,Travel beyond whose likely.,2026-09-20T15:49:41.339542
TXN_00032901,ACCT_00004325,DEBIT,6531.5,2026-08-30,Myself listen once control foreign card.,2026-09-20T15:49:41.339574
TXN_00032902,ACCT_00002368,CREDIT,7455.31,2026-07-25,Blood style whom however interesting throughout yeah.,2026-09-20T15:49:41.339606
TXN_00032903,ACCT_00001365,CREDIT,4215.87,2026-09-18,Seven race arrive now.,2026-09-20T15:49:41.339638
TXN_00032904,ACCT_00002555,DEBIT,8439.52,2026-08-15,Accept sport stay bill.,2026-09-20T15:49:41.339670
TXN_00032905,ACCT_00001520,CREDIT,3338.41,2026-08-29,Move throughout crime blue turn opportunity.,2026-09-20T15:49:41.339702
TXN_00032906,ACCT_00001519,CREDIT,4603.65,2026-09-06,This charge cause miss beat cell.,2026-09-20T15:49:41.339734
TXN_00032907,ACCT_00005757,DEBIT,6229.74,2026-08-30,Forget true economic politics impact apply.,2026-09-20T15:49:41.339766
TXN_00032908,ACCT_00004126,CREDIT,7816.2,2026-07-10,Wrong level as during dog.,2026-09-20T15:49:41.339798
TXN_00032909,ACCT_00004037,CREDIT,5156.1,2026-08-13,Perhaps adult case movie prove seek region.,2026-09-20T15:49:41.339831
TXN_00032910,ACCT_00002355,CREDIT,7239.29,2026-09-03,Arrive occur sister middle environmental main take.,2026-09-20T15:49:41.339863
TXN_00032911,ACCT_00003210,DEBIT,8240.08,2026-08-07,Suggest office responsibility.,2026-09-20T15:49:41.339896
TXN_00032912,ACCT_00004556,DEBIT,2337.42,2026-08-06,Success example let indeed receive yes.,2026-09-20T15:49:41.339929
TXN_00032913,ACCT_00000409,DEBIT,2457.87,2026-07-10,Strategy sister them wind.,2026-09-20T15:49:41.339961
TXN_00032914,ACCT_00005237,DEBIT,8082.89,2026-08-06,High but step human east risk above.,2026-09-20T15:49:41.339993
